Question,Question Type,QID,title_old,Answer,TITLE
Who may have decompensation during the taper?,Who,212,Pain Management Opioid Taper Decision Tool,A Veteran with high risk due to a medical condition,Specifications
Who may require a clinic visit over telephone follow-up?,Who,213,Pain Management Opioid Taper Decision Tool,A Veteran with high risk due to a medical condition,Specifications
What to do if there are issues with the Veteran obtaining outside prescriptions during the taper?,What,214,Pain Management Opioid Taper Decision Tool,providing follow-up in a clinic visit may be more optimal than a telephone visit,Specifications
What to do when patients are displaying other aberrant behaviors during the taper?,What,215,Pain Management Opioid Taper Decision Tool,providing follow-up in a clinic visit may be more optimal than a telephone visit,Specifications
What can be utilized to assist with managing the withdrawal symptoms?,What,217,Pain Management Opioid Taper Decision Tool,Short-term oral medications,Specifications
What not to use to treat withdrawal symptoms?,What,218,Pain Management Opioid Taper Decision Tool,an opioid or benzodiazepine,Specifications
When we may not see withdrawal symptoms?,When,219,Pain Management Opioid Taper Decision Tool,with a gradual taper,Specifications
How long does it take for early withdrawal symptoms to appear?,How,220,Pain Management Opioid Taper Decision Tool,hours to days,Specifications
How long does it take for late withdrawal symptoms to appear?,How,221,Pain Management Opioid Taper Decision Tool,days to weeks,Specifications
How long does it take for prolonged withdrawal symptoms to appear?,How,222,Pain Management Opioid Taper Decision Tool,weeks to months,Specifications
What do early symptoms include?,What,223,Pain Management Opioid Taper Decision Tool,"anxiety/restlessness, rapid short respirations, runny nose, tearing eyes, sweating, insomnia, and dilated reactive pupils",Specifications
What do late symptoms include?,What,224,Pain Management Opioid Taper Decision Tool,"runny nose, tearing eyes, rapid breathing, yawning, tremor, diffuse muscle spasms/aches, piloerection, nausea, vomiting, and diarrhea, abdominal pain, fever, chills, increased white blood cells if sudden withdrawal",Specifications
What do prolonged symptoms include?,What,225,Pain Management Opioid Taper Decision Tool,"irritability, fatigue, bradycardia, decreased body temperature, craving, insomnia",Specifications
How long does it take to resolve early symptoms?,How,226,Pain Management Opioid Taper Decision Tool,"5 to 10 days following opioid dose reduction/cessation but may take longer depending on the half-life of the opioid (e.g., methadone)",Specifications
Which symptoms of withdrawal may take longer?,Which,227,Pain Management Opioid Taper Decision Tool,"dysphoria, insomnia",Specifications
Which withdrawal symptoms in patients with chronic pain may improve over time?,Which,228,Pain Management Opioid Taper Decision Tool,"fatigue, mental functioning, pain, and well-being",Specifications
What to consider to reduce withdrawal symptoms during the taper?,What,229,Pain Management Opioid Taper Decision Tool,use of adjuvant medications,Specifications
What is the first-line treatment option for autonomic symptoms?,What,230,Pain Management Opioid Taper Decision Tool,clonidine 0.1 to 0.2 mg oral every 6 to 8 hours,Specifications
When to hold dose if administering clonidine for autonomic symptoms?,When,231,Pain Management Opioid Taper Decision Tool,if blood pressure <90/60 mmHg (0.1 to 0.2 mg 2 to 4 times daily is commonly used in the outpatient setting),Specifications
What is the recommended dose if blood pressure <90/60 mmHg while administering clonidine for autonomic symptoms?,What,232,Pain Management Opioid Taper Decision Tool,0.1 mg oral,Specifications
What do autonomic symptoms include?,What,233,Pain Management Opioid Taper Decision Tool,"sweating, tachycardia, myoclonus",Specifications
What are the alternative treatment options for autonomic symptoms?,What,234,Pain Management Opioid Taper Decision Tool,"Baclofen, Gabapentin, Tizanidine",Specifications
What is the alternative treatment option for autonomic symptoms using Baclofen?,What,235,Pain Management Opioid Taper Decision Tool,5 mg 3 times daily; may increase to 40 mg total daily dose; re-evaluate in 3 to 7 days; average duration 15 days; may continue after acute withdrawal to help decrease cravings; should be tapered when it is discontinued,Specifications
What is the alternative treatment option for autonomic symptoms using Gabapentin?,What,236,Pain Management Opioid Taper Decision Tool,start at 100 to 300 mg and titrate to 1800 to 2100 mg divided in 2 to 3 daily doses; adjust dose if renal impairment,Specifications
"Which can help reduce withdrawal symptoms and help with pain, anxiety, and sleep?",Which,237,Pain Management Opioid Taper Decision Tool,Gabapentin,Specifications
Which can help reduce withdrawal symptoms?,Which,238,Pain Management Opioid Taper Decision Tool,Gabapentin,Specifications
"Which can help with pain, anxiety, and sleep?",Which,239,Pain Management Opioid Taper Decision Tool,Gabapentin,Specifications
What is the alternative treatment option for autonomic symptoms using Tizanidine?,What,241,Pain Management Opioid Taper Decision Tool,"4 mg three times daily, can increase to 8 mg three times daily",Specifications
"What are the treatment options for anxiety, dysphoria, lacrimation, and rhinorrhea?",What,242,Pain Management Opioid Taper Decision Tool,"hydroxyzine 25 to 50 mg three times a day as needed, diphenhydramine 25 mg every 6 hours as needed",Specifications
When to avoid diphenhydramine?,When,243,Pain Management Opioid Taper Decision Tool,for Veterans older than 65 years,Specifications
What are the treatment options for myalgias?,What,244,Pain Management Opioid Taper Decision Tool,"NSAIDs (e.g., naproxen 375 to 500 mg twice daily or ibuprofen 400 to 600 mg four times daily), acetaminophen 650 mg every 6 hours as needed, topical medications like menthol/methylsalicylate cream, lidocaine cream/ointment",Specifications
What is the treatment option for sleep disturbance?,What,246,Pain Management Opioid Taper Decision Tool,Trazodone 25 to 300 mg orally at bedtime,Specifications
What are the treatment options for nausea?,What,247,Pain Management Opioid Taper Decision Tool,"prochlorperazine 5 to 10 mg every 4 hours as needed, promethazine 25 mg orally or rectally every 6 hours as needed, ondansetron 4 mg every 6 hours as needed",Specifications
What is the treatment option for abdominal cramping?,What,248,Pain Management Opioid Taper Decision Tool,dicyclomine 20 mg every 6 to 8 hours as needed,Specifications
What are the treatment options for diarrhea?,What,249,Pain Management Opioid Taper Decision Tool,"loperamide 4 mg orally initially, then 2 mg with each loose stool, not to exceed 16 mg daily; bismuth subsalicylate 524 mg every 0.5 to 1 hour orally, not to exceed 4192 mg/day",Specifications
What are the guidelines based upon?,What,250,Qualifying Statements,the best information available at the time of publication,Introduction
What are the guidelines designed to do?,What,251,Qualifying Statements,provide information and assist decision making,Introduction
What is not the intention of the guideline?,What,252,Qualifying Statements,define a standard of care ,Introduction
What should the guidelines not be construed as?,What,253,Qualifying Statements,a standard of care,Introduction
How should the guideline not be interpreted as?,How,254,Qualifying Statements,as prescribing an exclusive course of management,Introduction
What is the clinical practice guideline based on?,What,255,Qualifying Statements,a systematic review of both clinical and epidemiological evidence,Introduction
Who developed the guidelines?,Who,256,Qualifying Statements,a panel of multidisciplinary experts,Introduction
When will the variations in practice inevitably and appropriately occur?,When,258,Qualifying Statements,"when clinicians take into account the needs of individual patients, available resources, and limitations unique to an institution or type of practice",Introduction
Who is responsible for evaluating the appropriateness of applying the guidelines?,Who,259,Qualifying Statements,Every healthcare professional making use of these guidelines,Introduction
What does not guarantee coverage of civilian sector care?,What,261,Qualifying Statements,inclusion of recommendations for specific testing and/or therapeutic interventions within these guidelines,Introduction
When was the Department of Veterans Affairs (VA) and Department of Defense (DoD) Evidence-Based Practice Work Group (EBPWG) was established and first chartered?,When,262,Introduction,2004,Introduction
What is EBPWG?,What,263,Introduction,Evidence-Based Practice Work Group,Introduction
What was the mission of the Department of Veterans Affairs (VA) and Department of Defense (DoD) Evidence-Based Practice Work Group (EBPWG)?,What,264,Introduction,"to advise the “…Health Executive Council on the use of clinical and epidemiological evidence to improve the health of the population across the Veterans Health Administration and Military Health System,” by facilitating the development of clinical practice guidelines (CPGs) for the VA and DoD populations",Introduction
